Maranh&atilde;o | Todos os Munic&iacute;pios
Munic&iacute;pio [-],C&oacute;digo [-],Gent&iacute;lico [-],Prefeito [2025],&Aacute;rea Territorial - km&sup2; [2023],Popula&ccedil;&atilde;o residente - pessoas [2022],Densidade demogr&aacute;fica - hab/km&sup2; [2022],Escolariza&ccedil;&atilde;o &lt;span&gt;6 a 14 anos&lt;/span&gt; - % [2010],IDHM &lt;span&gt;&Iacute;ndice de desenvolvimento humano municipal&lt;/span&gt; [2010],Mortalidade infantil - &oacute;bitos por mil nascidos vivos [2022],Total de receitas brutas realizadas - R$ [2023],Total de despesas brutas empenhadas - R$ [2023],PIB per capita - R$ [2021],
Lima Campos,2106003,lima-campense,JAILSON FAUSTO ALVES,321.932,11297,35.09,98,0.581,16.57,84373857.88,76288659.45,22990.34,
Loreto,2106102,lorentense,GERMANO MARTINS COELHO,3596.740,11597,3.22,96.7,0.582,21.13,60168761.93,53647813.24,33679.95,
Lu&iacute;s Domingues,2106201,lu&iacute;s-dominguense,EMANUEL IZAQUE OLIVEIRA CIRINO,467.251,7161,15.16,98.1,0.588,9.9,40979379.65,39808452.01,8174.33,
Magalh&atilde;es de Almeida,2106300,magalhense,RAIMUNDO NONATO CARVALHO,434.433,13807,31.78,97.1,0.567,11.56,116494716.33,114239171.50,6970.01,
Maraca&ccedil;um&eacute;,2106326,maraca&ccedil;umeense,RUZINALDO GUIMARAES DE MELO,635.758,21149,33.27,98.3,0.582,16.95,107847405.79,104896205.40,9510.69,
Maraj&aacute; do Sena,2106359,marajaense,ADONILSON DO NASCIMENTO LIMA,1402.593,7027,5.01,91.2,0.452,28.57,41891260.84,40000004.83,11708.59,
Maranh&atilde;ozinho,2106375,maranh&atilde;ozinhense,MARIA DEUSA LIMA ALMEIDA,781.676,13761,18.08,89.9,0.550,5.59,98217944.29,90297013.77,7218.19,
Mata Roma,2106409,mata-romense,BESALIEL FREITAS ALBUQUERQUE,548.547,17090,31.15,96.3,0.570,4.05,81571816.54,83559171.97,10468.37,
Matinha,2106508,matinhense,NILTON CARLOS SILVA EVERTON,410.633,22034,53.66,96.8,0.619,6.69,94143742.49,90077187.85,8341.52,
Mat&otilde;es,2106607,matoense,RAIMUNDO NONATO MEDEIROS CARVALHO,2108.671,32174,15.26,97.5,0.550,12.63,147175372.11,138968236.30,7519.44,
Mat&otilde;es do Norte,2106631,norte-mat&otilde;ense,SOLIMAR ALVES DE OLIVEIRA,794.454,17432,21.94,94.9,0.533,21.05,67471557.89,66591987.99,5737.04,
Milagres do Maranh&atilde;o,2106672,milagrense,JOS&Eacute; AUGUSTO CARDOSO CALDAS,634.818,8818,13.89,97.5,0.527,-,51903011.72,50261065.02,7569.41,
Mirador,2106706,miradoense,MARIA DOMINGAS GOMES CABRAL SANTANA,8522.881,21030,2.47,96.1,0.545,31.75,92544153.79,98949795.05,13202.25,
Miranda do Norte,2106755,mirandense-do-norte,IVALDO MARCELO RIBEIRO PEREIRA,341.107,23864,69.96,93.8,0.610,16.26,118086381.26,115474080.50,27081.27,
Mirinzal,2106805,mirinzalense,DAYVISON RIBEIRO SOARES,686.944,13978,20.35,97.6,0.622,35.9,56389822.28,51773528.75,7442.26,
Mon&ccedil;&atilde;o,2106904,mon&ccedil;onense,BARBARA NUSSRALA CARVALHO,1245.548,27751,22.28,97.2,0.546,32.1,130349926.39,132858213.30,7604.26,
Montes Altos,2107001,montesaltense,DOMINGOS PINHEIRO CIRQUEIRA,1488.513,9106,6.12,97.7,0.575,23.81,42667093.43,41457478.73,9543.41,
Morros,2107100,morroense,MILTON JOSE SOUSA SANTOS,1712.121,18554,10.84,96.2,0.548,3.53,88859658.15,87198439.27,7607.88,
Nina Rodrigues,2107209,ninense,JO&Atilde;O FRANCISCO JONES FORTES BRAGA,570.938,14176,24.83,95.6,0.585,19.61,62352539.69,61803863.71,5971.88,
Nova Colinas,2107258,nova-colinense,MARIANA PINTO RIBEIRO MACEDO,743.085,5021,6.76,96.7,0.566,-,37802224.12,30341726.20,15805.56,
Nova Iorque,2107308,nova-iorquino,DANIEL FRANCO DE CASTRO,978.340,4320,4.42,97.5,0.584,-,30590620.40,29266777.34,10887.92,
Nova Olinda do Maranh&atilde;o,2107357,novaolindense,ARY MENEZES FERNANDES,2452.615,14314,5.84,98.1,0.581,7.63,84809511.27,81922293.99,8629.42,
Olho d'&Aacute;gua das Cunh&atilde;s,2107407,olho-daguense,CLEDIVAL DE ALCANTARA SOUZA,695.333,17919,25.77,95.7,0.589,5.38,123557994.23,110267555.40,9604.66,
Olinda Nova do Maranh&atilde;o,2107456,olindense,VALDENIR PENHA DINIZ,199.879,13577,67.93,98.1,0.575,17.14,67039722.15,63672658.34,7169.1,
Pa&ccedil;o do Lumiar,2107506,luminense,FREDERICO DE ABREU SILVA CAMPOS,127.193,145643,1145.06,96,0.724,15.7,458910368.83,426750135.80,9903.22,
Palmeir&acirc;ndia,2107605,palmeirandense,EDILSON CAMPOS GOMES DE CASTRO JUNIOR,532.162,21059,39.57,97,0.556,31.58,79103836.34,76744471.57,7012.83,
Paraibano,2107704,paraibanense,VANESSA QUEIROZ FURTADO FERRO,530.517,18274,34.45,96,0.580,20.58,84274895.84,81498831.05,8501.35,
Parnarama,2107803,parnaramense,JUVENAL FRANCISCO CARVALHO E SILVA,3245.524,31250,9.63,97.1,0.542,13.12,166385177.66,157612951.00,9200.29,
Passagem Franca,2107902,passagense,FRANCISCO MENEZES SOUZA,1358.327,17220,12.68,97,0.532,15.04,89724781.03,88565524.02,10394.2,
Pastos Bons,2108009,pastos-bonense,ENOQUE FERREIRA MOTA NETO,1635.181,18802,11.50,97.4,0.610,18.02,115887141.85,124565603.10,15718.51,
Paulino Neves,2108058,paulinoense,RAIMUNDO DE OLIVEIRA FILHO,979.482,17056,17.41,97.9,0.561,15.15,96504754.45,96078663.03,7263.57,
Paulo Ramos,2108108,paulo-ramense,ADAILSON DO NASCIMENTO LIMA,1168.609,20341,17.41,97.8,0.549,8.7,106755492.65,117360925.30,9206.4,
Pedreiras,2108207,pedreirense,VANESSA DOS PRAZERES SANTOS,261.814,37050,141.38,97.5,0.682,14.2,180644776.07,172747453.60,20119.04,
Pedro do Ros&aacute;rio,2108256,pedro-rosariense,DOMINGOS ERINALDO SOUSA SERRA,1753.867,24320,13.87,98.1,0.516,24.65,134625683.04,133949013.30,6177.79,
Penalva,2108306,penalvense,LUIZ HENRIQUE ALVES GUERRA,800.916,32511,40.59,97.8,0.554,20.72,144385859.52,137611969.70,6509.64,
Peri Mirim,2108405,perimiriense,HELIEZER DE JESUS SOARES,397.993,11108,27.91,97.2,0.599,9.35,51266314.66,49185625.49,6677.29,
Peritor&oacute;,2108454,peritoroense,JOSUE PINHO DA SILVA JUNIOR,824.721,20479,24.83,95.5,0.564,27.97,113398722.27,119017852.80,9794.8,
Pindar&eacute;-Mirim,2108504,pindareense,ALEXANDRE COLARES BEZERRA JUNIOR,268.285,31429,117.15,98,0.633,2.58,176931792.05,160800315.80,8926.87,
Pinheiro,2108603,pinheirense,CARLOS ANDRE COSTA SILVA,1512.969,84621,55.93,96.6,0.637,12.47,344928922.25,418188835.50,12358.06,
Pio XII,2108702,piodocense,AUR&Eacute;LIO PEREIRA DE SOUSA,545.140,21886,40.15,94.8,0.541,14.79,136618430.72,127284288.40,8995.4,
Pirapemas,2108801,pirapemense,LUIS FERNANDO ABREU CUTRIM,688.761,17714,25.72,93.8,0.576,14.29,89070047.23,88371434.53,6952.31,
Po&ccedil;&atilde;o de Pedras,2108900,po&ccedil;&atilde;o-pedrense,JHULIO SOUSA DA SILVA,990.663,17161,17.33,97.5,0.576,19.48,89899417.94,93108404.28,9416.88,
Porto Franco,2109007,porto-franquino,DEOCLIDES ANTONIO SANTOS NETO MACEDO,1421.011,23903,16.83,97.7,0.684,12.22,167407956.88,156069463.60,42237.94,
Porto Rico do Maranh&atilde;o,2109056,porto-riquense,ALDENE NOGUEIRA PASSINHO,244.979,5954,24.30,99.2,0.615,-,38440998.35,38270436.68,7726.92,
Presidente Dutra,2109106,presidutrense,RAIMUNDO ALVES CARVALHO,771.574,45155,58.52,96.4,0.653,6.9,180577816.27,183828766.50,15659.03,
Presidente Juscelino,2109205,juscelinense,PEDRO PAULO CANTANHEIDE LEMOS,355.568,11356,31.94,98.3,0.563,18.99,54622132.94,56639924.72,6530.55,
Presidente M&eacute;dici,2109239,medicense,JANILSON DOS SANTOS COELHO,437.687,4696,10.73,95.8,0.591,-,37980101.77,39818381.72,8519.79,
Presidente Sarney,2109270,sarneyense,ALBERTO GILSON MORAES DE SOUSA,726.176,17511,24.11,97.5,0.557,17.73,98845317.13,98370789.04,8586.92,
Presidente Vargas,2109304,presvarguense,FABIANA RODRIGUES MENDES,460.004,10549,22.93,94.7,0.587,5.59,72794268.53,69300509.77,6725.89,
Primeira Cruz,2109403,primeira-cruzense,GUILHERME CARNEIRO AGUIAR,1337.161,13614,10.18,95.8,0.512,13.42,87331635.17,89296674.78,5732.25,
Raposa,2109452,raposense,EUDES DA SILVA BARROS,79.213,30839,389.32,96.6,0.626,17.13,144001846.34,160083337.40,9060.95,
Riach&atilde;o,2109502,riach&atilde;oense,JOANA PAULA COELHO DE OLIVEIRA,6402.830,22145,3.46,95.6,0.576,14.66,105751419.03,94923509.79,33184.18,
Ribamar Fiquene,2109551,fiquenense,COCIFLAN SILVA DO AMARANTE,733.458,7420,10.12,97.2,0.615,-,39374666.77,41342703.43,15804.57,
Ros&aacute;rio,2109601,rosariense,JONAS MAGNO MACHADO MORAES,647.998,38475,59.38,96.3,0.632,19.19,165024317.97,164711042.40,10249.99,
Samba&iacute;ba,2109700,sambaibense,MARIA DE F&Aacute;TIMA RIBEIRO DANTAS,2475.900,5568,2.25,96.4,0.565,-,45543129.83,39089897.31,83488.56,
Santa Filomena do Maranh&atilde;o,2109759,santa-filomenense,SALOM&Atilde;O BARBOSA DE SOUSA,623.213,6697,10.75,99,0.525,-,38537056.87,34700624.03,7643.59,
Santa Helena,2109809,santa-helenense,JOAO JORGE JINKINGS PAV&Atilde;O FILHO,2191.164,41561,18.97,92.6,0.571,4.46,176766548.30,184957110.50,8359.57,
Santa In&ecirc;s,2109908,santa-inesense,LUIS FELIPE OLIVEIRA DE CARVALHO,786.689,85014,108.07,97.1,0.674,11.17,320680570.76,349350990.40,16303.11,
Santa Luzia,2110005,santa-luziense,JUSCELINO DA CRUZ FILGUEIRA JUNIOR,4837.168,57635,11.92,95,0.550,17.78,274428034.37,272541055.50,10171.02,
Santa Luzia do Paru&aacute;,2110039,santa-luziense-do-paru&aacute;,ANTONIO VILSON MARREIROS FERRAZ,1010.483,24307,24.05,97.2,0.599,14.25,111378766.17,104021962.10,9940.98,
Santa Quit&eacute;ria do Maranh&atilde;o,2110104,quiteriense,S&Acirc;MIA COELHO MOREIRA CARVALHO,1430.330,23957,16.75,95.6,0.555,6.67,199934512.83,186508943.80,8441.37,
Santa Rita,2110203,santa-ritense,MILTON AQUINO GON&Ccedil;ALO MOTA JUNIOR,756.797,37035,48.94,97.5,0.609,20.95,154168300.59,142449509.50,9157.47,
Santana do Maranh&atilde;o,2110237,santanense,M&Aacute;RCIO JOS&Eacute; MAGNO SANTIAGO,932.030,10567,11.34,95.8,0.510,-,60113406.82,53284818.80,5407.66,
Santo Amaro do Maranh&atilde;o,2110278,santamarense,LEANDRO OLIVEIRA DA SILVA,1582.806,13949,8.81,94.1,0.518,18.4,72571271.54,63771541.16,5916.27,
Santo Ant&ocirc;nio dos Lopes,2110302,santo-antoense,CIBELLE TRABULSI NAPOLE&Atilde;O MENDON&Ccedil;A DA SILVA,770.923,14304,18.55,98.2,0.566,9.26,162568487.99,169821354.40,210498.16,
S&atilde;o Benedito do Rio Preto,2110401,s&atilde;o-beneditense,WALLAS GON&Ccedil;ALVES ROCHA,931.485,18364,19.71,95.7,0.541,8.31,104651300.06,105049656.30,7644.43,
S&atilde;o Bento,2110500,s&atilde;o-bentuense,CARLOS DINO PENHA,456.997,46395,101.52,95.7,0.602,9.76,151812127.13,158618247.70,6789.21,
S&atilde;o Bernardo,2110609,bernardense,FRANCISCO DAS CHAGAS CARVALHO,1005.824,26943,26.79,94.9,0.572,22.54,187151009.41,205806122.90,9756.48,
S&atilde;o Domingos do Azeit&atilde;o,2110658,s&atilde;o-dominguense,LOURIVAL LEANDRO DOS SANTOS JUNIOR,961.153,7992,8.31,96.9,0.590,31.75,46372662.51,41209828.92,43036.91,
S&atilde;o Domingos do Maranh&atilde;o,2110708,s&atilde;o-dominguense,KLEBER ALVES DE ANDRADE,1151.978,34034,29.54,97.8,0.582,7.97,150914879.37,150593897.10,10350.64,
S&atilde;o F&eacute;lix de Balsas,2110807,s&atilde;o-felense,HEIDER MARTINS NUNES,2033.290,4402,2.17,95.9,0.557,27.03,32030895.25,29280428.35,18980.02,
S&atilde;o Francisco do Brej&atilde;o,2110856,brej&atilde;oense,EDINALVA BRANDAO GONCALVES,745.357,9051,12.14,96.1,0.584,23.53,55346375.55,51943289.87,10037.61,
S&atilde;o Francisco do Maranh&atilde;o,2110906,s&atilde;o-franciscano,FRANCISCO NETO RODRIGUES DE SOUSA,2284.217,12064,5.28,94.8,0.528,7.35,66550248.06,64047792.82,8097.27,
