Cear&aacute; | Todos os Munic&iacute;pios
Munic&iacute;pio [-],C&oacute;digo [-],Gent&iacute;lico [-],Prefeito [2025],&Aacute;rea Territorial - km&sup2; [2023],Popula&ccedil;&atilde;o residente - pessoas [2022],Densidade demogr&aacute;fica - hab/km&sup2; [2022],Escolariza&ccedil;&atilde;o &lt;span&gt;6 a 14 anos&lt;/span&gt; - % [2010],IDHM &lt;span&gt;&Iacute;ndice de desenvolvimento humano municipal&lt;/span&gt; [2010],Mortalidade infantil - &oacute;bitos por mil nascidos vivos [2022],Total de receitas brutas realizadas - R$ [2023],Total de despesas brutas empenhadas - R$ [2023],PIB per capita - R$ [2021],
Abaiara,2300101,abaiarense,ANGELO FURTADO SAMPAIO,180.833,10038,55.51,96.7,0.628,6.71,59768531.11,54988291.19,9859.67,
Acarape,2300150,acarapense,FRANCISCO EDILBERTO BESERRA BARROSO,130.002,14027,107.90,96.8,0.606,10.87,71665247.15,69187520.62,11888.66,
Acara&uacute;,2300200,acarauense,ANA FL&Aacute;VIA RIBEIRO MONTEIRO,842.470,65264,77.47,96.8,0.601,2.06,315118554.15,292378502.30,16051.99,
Acopiara,2300309,acopiarense,FRANCISCO VILMAR FELIX MARTINS,2254.279,44962,19.95,97.2,0.595,11.56,190923127.56,182118463.60,10322.74,
Aiuaba,2300408,aiuabense,JOSE MORAES FEITOSA,2438.563,14076,5.77,97.5,0.569,18.4,83290889.96,74991714.42,8621.26,
Alc&acirc;ntaras,2300507,alcantarense,CHARLYNE CUNHA FREIRE,135.760,11369,83.74,97.7,0.600,-,61226904.05,58671506.67,8289.87,
Altaneira,2300606,altaneirense,ANA KESIA DE ALCANTARA SOARES,72.675,6782,93.32,95.7,0.602,16.67,51295134.13,49420451.79,9680.24,
Alto Santo,2300705,alto-santense,JOSE JOENI HOLANDA DE ARAUJO,1147.208,14155,12.34,96.5,0.601,5.62,88684025.22,76914498.27,14447.21,
Amontada,2300754,amontadense,FLAVIO CESAR BRUNO TEIXEIRA FILHO,1175.044,42156,35.88,97,0.606,9.12,216663029.68,214760946.30,15057.63,
Antonina do Norte,2300804,antonino ou antoninense,ANTONIO ROSENO FILHO,259.706,7245,27.90,95.7,0.599,-,48518444.83,41450344.70,10666.5,
Apuiar&eacute;s,2300903,apuiareense,ANARACY PINTO PINHO RUFINO,543.980,12928,23.77,98.6,0.618,14.39,63217066.72,60303265.43,8206.35,
Aquiraz,2301000,aquirazense,BRUNO BARROS GON&Ccedil;ALVES,480.236,80645,167.93,96.5,0.641,13.1,474620527.45,481073826.20,47245.19,
Aracati,2301109,aracatiense,ROBERTA CARDOSO BARBOSA DE ALMEIDA,1227.197,75113,61.21,98.5,0.655,12.7,356146820.29,348682108.30,22637.56,
Aracoiaba,2301208,aracoiabense,WELLINGTON SILVA DE OLIVEIRA,643.988,25553,39.68,96.5,0.615,13.29,154393497.68,151436787.00,10015.85,
Ararend&aacute;,2301257,ararendaense,ARISTEU ALVES EDUARDO,342.301,11096,32.42,98.9,0.590,19.61,74501593.65,67591117.75,9722.66,
Araripe,2301307,araripense,JOSE PAULINO PEREIRA,1097.340,19783,18.03,96.3,0.564,10.07,113855494.96,110072870.30,9581.32,
Aratuba,2301406,aratubano,JOERLY RODRIGUES VICTOR,119.758,11224,93.72,97,0.622,27.78,71961433.53,65150241.98,12896.07,
Arneiroz,2301505,arneirozense,ANTONIO MONTEIRO PEDROSA FILHO,1068.437,7429,6.95,97.6,0.618,-,43490555.85,39141383.41,8947.96,
Assar&eacute;,2301604,assareense,JOS&Eacute; LIB&Oacute;RIO LEITE NETO,1155.124,21697,18.78,96.6,0.600,7.72,127001198.25,116445961.20,10080.26,
Aurora,2301703,aurorense,MARCONE TAVARES DE LUNA,885.870,23714,26.77,97.9,0.605,16.61,93646799.29,91139591.43,8824.53,
Baixio,2301802,baixiense,LUCIO ALVES BARROSO,145.556,5704,39.19,97.9,0.627,-,38992650.64,35647734.56,10690.19,
Banabui&uacute;,2301851,banabuiense,FRANCISCO MARC&Iacute;LIO COELHO BRITO,1080.986,17195,15.91,98,0.606,4.93,106404075.78,97609183.90,14199.25,
Barbalha,2301901,barbalhense,GUILHERME SAMPAIO SARAIVA,608.158,75033,123.38,98.3,0.683,12.6,467607661.69,431137277.80,21815.78,
Barreira,2301950,barreirense,MARCIO GLEY NASCIMENTO SILVA,260.003,22392,86.12,97.8,0.616,7.55,100875197.45,93054083.13,10566.4,
Barro,2302008,barrense,HERICLES GEORGE FEITOSA ALBUQUERQUE,711.346,19381,27.25,97.1,0.599,19.32,78913510.19,74158389.01,10599.42,
Barroquinha,2302057,barroquinhense,JAIME VERAS SILVA FILHO,385.584,14567,37.78,97.9,0.571,4.78,79538798.31,72036894.74,8848.31,
Baturit&eacute;,2302107,baturiteense,H&Eacute;RBERLH FREITAS REIS CAVALCANTE MOTA,314.075,35218,112.13,95.9,0.619,13.51,173038242.64,165306745.40,12408.24,
Beberibe,2302206,beberibense,MICHELE CARIELLO DE S&Aacute; QUEIROZ ROCHA,1596.751,53114,33.26,98.2,0.638,15.82,226860613.06,232876490.30,19497.48,
Bela Cruz,2302305,bela-cruzense,JOSE OTACILIO DE MORAIS NETO,842.106,32775,38.92,98.9,0.623,11.24,121269558.67,113898778.50,9809.26,
Boa Viagem,2302404,boa-viagense,JOSE CARNEIRO DANTAS FILHO,2835.037,50411,17.78,97.6,0.598,10.62,307842133.33,280709815.60,9861.34,
Brejo Santo,2302503,brejo-santense,MARIA GISLAINE SANTANA SAMPAIO LANDIM,654.658,51090,78.04,92.5,0.647,9.93,291536146.51,298891017.30,16277.2,
Camocim,2302602,camocimense,MARIA ELIZABETE MAGALH&Atilde;ES,1120.449,62326,55.63,97.8,0.620,11.19,248331971.44,230080369.80,13087.13,
Campos Sales,2302701,campos-salense,MOESIO LOIOLA DE MELO,1082.582,25135,23.22,98.3,0.630,8.2,105241967.82,102899460.40,10626.15,
Canind&eacute;,2302800,canindeense,FRANCISCO JARDEL SOUSA PINHO,3032.390,74174,24.46,97.5,0.612,6.88,352471914.81,355881171.40,11761.86,
Capistrano,2302909,capistranense,CLAUDIO BEZERRA SARAIVA,226.549,17254,76.16,96.3,0.611,17.09,86469972.68,92830476.26,9916.38,
Caridade,2303006,caridadense,MARIA SIMONE FERNANDES TAVARES,926.271,16377,17.68,97.3,0.592,15.38,111754603.95,112907234.80,8090.43,
Carir&eacute;,2303105,carireense,ANTONIO RUFINO MARTINS,755.597,17632,23.34,97.9,0.596,4.81,113508015.10,106397120.30,10455.04,
Cariria&ccedil;u,2303204,cariria&ccedil;uense,LUIZ ACACIO MACHADO LEITE,634.179,26320,41.50,96.1,0.578,7.83,134850572.61,116035022.00,9372.28,
Cari&uacute;s,2303303,cariuense,ANT&Ocirc;NIO WILAMAR PALACIO DE OLIVEIRA,1036.417,17015,16.42,97.1,0.597,-,89177762.83,78326500.04,9678.31,
Carnaubal,2303402,carnaubalense,JOSE WELITON SOUZA LEITE,363.220,17210,47.38,97.1,0.593,12.61,88170891.25,83565633.10,9388.72,
Cascavel,2303501,cascavelense,ANA AFIF MATEUS SARQUIS QUEIROZ,838.115,72720,86.77,96.7,0.646,14.64,331518637.01,321502458.40,14777,
Catarina,2303600,catarinense,RENAN BARROS GUEDES,488.153,10243,20.98,94.3,0.618,15.75,69477458.24,60869565.55,7324.19,
Catunda,2303659,catundense,DOUGLAS RODRIGUES NEGREIROS,784.022,10444,13.32,98.7,0.609,20,67472151.88,63034197.04,10766.7,
Caucaia,2303709,caucaiense,NAUMI GOMES DE AMORIM,1223.246,355679,290.77,96.3,0.682,11.48,1398090524.33,1455076434.00,28229.51,
Cedro,2303808,cedrense,FRANCISCO NILSON ALVES DINIZ,729.970,22344,30.61,97.5,0.627,26.52,103360315.55,100610200.40,9656.59,
Chaval,2303907,chavalense,CARLOS EM&Iacute;LIO MAGALH&Atilde;ES GOMES,237.248,12462,52.53,97.4,0.586,13.25,63723402.20,58179532.11,8413.49,
Chor&oacute;,2303931,choroense,CARLOS ALBERTO QUEIROZ PEREIRA,815.268,12113,14.86,97.2,0.585,20.41,79643630.16,72941007.32,13153.2,
Chorozinho,2303956,chorozinhense,C&Eacute;LIA MARINHO ALBANO,296.431,20163,68.02,97.4,0.604,31.58,120349351.12,116820814.20,12830.19,
Corea&uacute;,2304004,coreauense,JOSE EDEZIO VAZ DE SOUZA,750.333,20953,27.92,97.5,0.610,7.52,120570448.90,110257014.20,9643.95,
Crate&uacute;s,2304103,crateuense,JANAINA CARLA FARIAS,2981.459,76390,25.62,97.5,0.644,10.8,317400053.30,322404143.80,12661.3,
Crato,2304202,cratense,ANDR&Eacute; BARRETO ESMERALDO,1138.150,131050,115.14,97.8,0.713,15.92,555840172.18,550785013.80,13976.14,
Croat&aacute;,2304236,croataense,RONILSON FRANCISCO DE OLIVEIRA,696.348,17481,25.10,97.4,0.590,14.29,104754008.38,95994832.80,12331,
Cruz,2304251,cruzense,JOS&Eacute; WALDERY MUNIZ,335.921,29761,88.60,98.5,0.632,18.26,156113493.55,144454268.10,14834.67,
Deputado Irapuan Pinheiro,2304269,irapuense,FRANCISCO GILDECARLOS PINHEIRO,471.134,8932,18.96,99.3,0.609,-,57505144.94,50576094.93,10402.46,
Erer&eacute;,2304277,erereense,GLAUBER LOPES DE HOLANDA,349.033,6474,17.84,98,0.610,-,42094100.14,43209276.60,11123.49,
Eus&eacute;bio,2304285,eusebiano,JOSE ARIMATEA LIMA BARROS JUNIOR,78.818,74170,941.03,98.3,0.701,7.26,622870587.90,625526353.90,65008.58,
Farias Brito,2304301,farias-britense,FRANCISCO AUSTRAG&Eacute;ZIO SALES,530.540,18217,34.34,99.3,0.633,46.15,101013369.22,95284667.90,10462.89,
Forquilha,2304350,forquilhense,EDINARDO RODRIGUES FILHO,568.778,24173,42.50,96.4,0.644,-,115705676.78,106892602.20,12356.43,
Fortaleza,2304400,fortalezense,EVANDRO SA BARRETO LEITAO,312.353,2428708,7775.52,96.1,0.754,11.73,12673913825.45,12288331897.00,27164.45,
Fortim,2304459,fortinense,DELMA DA COSTA DOS SANTOS,285.024,17294,60.68,97.5,0.624,18.69,102287350.51,98020878.77,18625.44,
Frecheirinha,2304509,frecheirinhense,FRANCISCO MESQUITA PORTELA,210.284,15657,74.46,97.8,0.604,8.62,88314692.44,80823985.78,19437.91,
General Sampaio,2304608,sampaiense,JO&Atilde;O PAULO SALES CORDEIRO,230.371,6734,29.23,96.2,0.568,31.25,57059712.43,54497151.06,11196.45,
Gra&ccedil;a,2304657,gracense,MARIA IRALDICE DE ALCANTARA,258.943,13801,53.30,99.1,0.570,6.85,83152733.10,80291681.55,8998.32,
Granja,2304707,granjense,FRANCISCO ANIBAL OLIVEIRA DE ARRUDA COELHO FILHO,2663.176,53344,20.03,94.7,0.559,11.08,266622515.71,248340714.40,8508.38,
Granjeiro,2304806,granjeirense,FRANCISCO CLEMENTINO DE ALMEIDA,111.528,4841,43.41,98.8,0.585,-,42570249.58,39213742.45,10730.92,
Groa&iacute;ras,2304905,groairense,VIRGINA SOUZA AGUIAR,155.681,10910,70.08,97.9,0.633,-,70162292.44,58126867.91,9872.09,
Guai&uacute;ba,2304954,guaiubano,IZABELLA MARIA FERNANDES DA SILVA,256.053,24325,95.00,94.2,0.617,11.63,111652508.00,102364025.40,8751.83,
Guaraciaba do Norte,2305001,guaraciabense,JOS&Eacute; CEFAS PONTES MELO,624.606,42053,67.33,97.7,0.609,8.42,185589111.54,192139693.40,16353.68,
Guaramiranga,2305100,guaramiranguense,YNARA FURTADO VASCONCELOS MOTA,90.817,5654,62.26,97.6,0.637,13.51,55132640.03,45056689.78,15847.79,
Hidrol&acirc;ndia,2305209,hidrolandense,LUAN PEREIRA XAVIER GOMES,926.592,17855,19.27,98,0.597,17.32,80131315.78,72691493.23,9193.31,
Horizonte,2305233,horizontino,MANOEL GOMES DE FARIAS NETO,160.557,74755,465.60,97.1,0.658,13.35,437392229.05,405216013.60,30381.03,
Ibaretama,2305266,ibaretamense,ELIRIA MARIA FREITAS DE QUEIROZ,879.255,11956,13.60,95.4,0.577,12.12,67272937.29,63141237.87,9881.62,
Ibiapina,2305308,ibiapinense,MARCOS ANTONIO DA SILVA LIMA,414.092,23965,57.87,98.5,0.608,5.21,121491923.44,114932142.50,13850.18,
Ibicuitinga,2305332,ibicuitinguense,ROGERIO BARREIRA PINHEIRO,423.856,11611,27.39,97.9,0.606,8.77,89464410.60,78757277.77,9815.44,
Icapu&iacute;,2305357,icapuiense,FRANCISCO KLEITON PEREIRA,421.440,21433,50.86,96.8,0.616,19.9,140570820.80,142325875.90,20364.73,
Ic&oacute;,2305407,icoense,AURINEIDE AMARO DE SOUSA,1865.862,62642,33.57,96.7,0.606,13.72,278334036.49,263440082.30,10797.31,
Iguatu,2305506,iguatuense,CARLOS ROBERTO COSTA FILHO,992.208,98064,98.83,96.8,0.677,11.12,441099828.79,416921562.10,18380.39,
Independ&ecirc;ncia,2305605,independenciano,WILLIAM VIEIRA,3222.381,24024,7.46,97.6,0.632,23.73,101250414.12,99229212.81,11712.06,
Ipaporanga,2305654,ipaporanguense,ANTONIO AMARO PEREIRA OLIVEIRA,704.773,11575,16.42,97.2,0.579,22.56,65002441.51,61217869.97,9841.12,
Ipaumirim,2305704,ipaumirinense,WILSON ALVES DE FREITAS,276.508,12083,43.70,96.7,0.606,25,59362381.56,55879363.77,11469.63,
Ipu,2305803,ipuense,MILENA DAMASCENO CARNEIRO,626.049,41081,65.62,97.3,0.618,12.87,200779083.00,186753937.30,12333.79,
Ipueiras,2305902,ipueirense,FRANCISCO SOUTO DE VASCONCELOS J&Uacute;NIOR,1483.259,36798,24.81,98.1,0.573,8.85,167866879.48,166746313.20,8620.09,
Iracema,2306009,iracemense,CELSO GOMES DA SILVA NETO,839.174,14001,16.68,98,0.652,7.41,78137298.38,74945235.82,13607.57,
Irau&ccedil;uba,2306108,irau&ccedil;ubense,PATRICIA MARIA SANTOS BARRETO,1466.412,23915,16.31,95.2,0.605,6.06,136756770.98,116877682.80,9009.98,
Itai&ccedil;aba,2306207,itai&ccedil;abense,ANTONIEL MAX SILVA HOLANDA,213.603,7536,35.28,99.5,0.656,14.71,43255779.26,41472823.68,10482.61,
Itaitinga,2306256,Itaitinguense,ANTONIO MARCOS TAVARES,153.686,64650,420.66,91.4,0.626,10.2,281428167.13,264092827.40,32560.63,
Itapaj&eacute;,2306306,itapajeense,RAIMUNDO NONATO SOUZA SILVA,432.188,46426,107.42,97.1,0.623,17.92,205110765.57,215552442.20,11124.48,
Itapipoca,2306405,itapipoquense,FELIPE SOUZA PINHEIRO,1600.358,131123,81.93,97.9,0.640,8.8,698085995.20,637146326.90,13547.33,
Itapi&uacute;na,2306504,itapiunense,RAIMUNDO LOPES JUNIOR,593.231,17841,30.07,95.3,0.604,21.98,91449241.30,91730204.93,8246.45,
Itarema,2306553,itaremense,MARCOS ROB&Eacute;RIO RIBEIRO MONTEIRO FILHO,714.833,42957,60.09,96.6,0.606,11.08,244170338.47,190636495.90,18001.79,
Itatira,2306603,itatirense,JOSE FERREIRA MATEUS,829.626,20424,24.62,97.6,0.562,16.19,149709334.02,141064658.10,7903.96,
Jaguaretama,2306702,jaguaretamense,MARCOS VINICIUS DE ABREU CUNHA,1826.826,17232,9.43,96.7,0.612,-,106991917.16,98906313.46,12498.97,
Jaguaribara,2306801,jaguaribarense,JOS&Eacute; NUNES DOS SANTOS FILHO,622.963,10356,16.62,97.4,0.618,8.2,74383604.63,68263926.30,13298.99,
Jaguaribe,2306900,jaguaribano,ALEXANDRE GOMES DIOGENES,1877.062,33726,17.97,96.4,0.621,13.62,206180658.69,192677003.20,16222.68,
Jaguaruana,2307007,jaguaruanense,JOSE ELIAS DE OLIVEIRA,854.362,31701,37.10,98.4,0.624,9.87,140913845.90,152144578.10,16694.97,
Jardim,2307106,jardinense,ANTONIO FERNANDO COUTINHO,544.980,27411,50.30,98.4,0.614,19.89,114595490.62,113310101.00,10819.64,
Jati,2307205,jatiense,MONICA ROSANY PEREIRA MARIANO,368.359,7861,21.34,98.1,0.651,-,46701543.84,44354529.15,15917.63,
Jijoca de Jericoacoara,2307254,jijoquense,LEANDRO CESAR DE SOUSA,209.029,25555,122.26,98.8,0.652,5.09,183857097.84,168753894.60,27106.16,
Juazeiro do Norte,2307304,juazeirense,GL&Ecirc;DSON LIMA BEZERRA,258.788,286120,1105.62,97.3,0.694,12.11,976313944.48,913803631.20,18381.08,
Juc&aacute;s,2307403,jucaense,JOSE EDSONRIVA SOUZA CUNHA,940.336,23922,25.44,97.5,0.598,6.73,129279391.09,119305089.50,12801.05,
Lavras da Mangabeira,2307502,lavrense ou lavraense,RONALDO PEDROSA LIMA,945.263,30802,32.59,97.2,0.613,6.97,124375825.67,120857518.20,10906.84,
Limoeiro do Norte,2307601,limoeirense,DILMARA AMARAL SILVA,744.525,59560,80.00,98,0.682,28.65,241056891.87,237193643.30,23631.38,
Madalena,2307635,madalenense,CRISPIANO BARROS UCHOA,997.781,16896,16.93,98.3,0.610,16.85,94578780.38,89876779.05,8728,
Maracana&uacute;,2307650,maracanauense,ROBERTO SOARES PESSOA,105.084,234509,2231.91,97.4,0.686,8.2,1380361382.71,1380756309.00,53410.24,
Maranguape,2307700,maranguapense,ATILA CORDEIRO CAMARA,583.505,105093,180.11,94.9,0.659,7.57,399756588.17,399359052.40,12527.08,
Marco,2307809,marquense,FRANCISCO ROGERIO OSTERNO AGUIAR NETO,573.610,25799,44.98,97.4,0.612,7.55,141656471.60,136184612.20,14052.51,
Martin&oacute;pole,2307908,martinolopolitano ou martinolopense,FRANCISCO EDIBERTO DE SOUZA,303.445,10846,35.74,97.8,0.599,5.26,69922008.62,63508931.73,8444.53,
Massap&ecirc;,2308005,massapeense,OZIRES ANDRADE PONTES,567.780,37697,66.39,98.3,0.616,11.67,172814083.43,165308655.10,9626.56,
Mauriti,2308104,mauritiense,JO&Atilde;O PAULO FURTADO,1079.011,45561,42.22,98.1,0.605,15.04,189850547.82,177902895.10,10698.7,
Meruoca,2308203,meruoquense,JOSE HERTON ALVES DE SOUSA,151.651,15157,99.95,97.8,0.618,5.75,89332707.21,82963953.67,8445.56,
Milagres,2308302,milagrense,ANDERSON EUG&Ecirc;NIO DE OLIVEIRA,579.097,25900,44.72,96.2,0.628,8.5,127610012.65,107147705.00,10477.64,
Milh&atilde;,2308351,milhaense,LUIZ ALAN PINHEIRO MACEDO,502.137,14123,28.13,97.5,0.626,-,79597032.69,71797596.31,14874.7,
Mira&iacute;ma,2308377,miraimense,OZANA COELHO RODRIGUES TEIXEIRA,708.678,14196,20.03,98.6,0.592,-,70279402.12,64788002.58,8062.95,
Miss&atilde;o Velha,2308401,miss&atilde;ovelhense,LUIZ ROSEMBERG DANTAS MACEDO FILHO,613.317,36822,60.04,96.8,0.622,3.54,148483348.31,138350096.40,14506.46,
Momba&ccedil;a,2308500,mombacense,ORLANDO BENEVIDES CAVALCANTE FILHO,2115.748,37735,17.84,96.4,0.582,13.95,181894412.72,163624014.20,10174.82,
Monsenhor Tabosa,2308609,taboense,FRANCISCO SALOM&Atilde;O DE ARA&Uacute;JO SOUSA,892.538,17149,19.21,99.2,0.610,10.58,110826486.35,100034320.50,9308.34,
Morada Nova,2308708,morada-novense,NAIARA CARNEIRO CASTRO,2763.971,61443,22.23,97.6,0.610,8.75,271904432.36,289597841.30,20731.68,
Mora&uacute;jo,2308807,moraujense,RUAN VICTOR ARA&Uacute;JO DE OLIVEIRA LIMA,414.446,8254,19.92,97.4,0.581,17.54,49355921.98,43846309.21,8555.95,
Morrinhos,2308906,morrinhense,JER&Ocirc;NIMO NETO BRAND&Atilde;O,411.586,22753,55.28,95.1,0.588,9.09,97571599.71,101785036.20,8462.73,
Mucambo,2309003,mucambense,ELENILSON JOSE DA CONCEI&Ccedil;&Atilde;O,192.190,13666,71.11,98.6,0.607,5.38,82028663.62,85857453.06,9016.67,
Mulungu,2309102,mulunguense,LUCAS ARRUDA MARTINS,97.951,10569,107.90,96.9,0.607,8.62,59584845.28,53058519.63,11197.64,
Nova Olinda,2309201,nova-olindense,LEONARDO PEREIRA DE BRITO NEVES,282.584,15399,54.49,97.3,0.625,8.85,85304063.17,74271492.86,10341.85,
Nova Russas,2309300,nova-russano,GIORDANNA SILVA BRAGA MANO,736.911,30699,41.66,98,0.614,5.92,201398812.37,179147893.70,10371.24,
Novo Oriente,2309409,novorientense,EDUARDO COELHO ROSA CAVALCANTE,947.440,27545,29.07,97.9,0.605,9.62,178948964.73,169606312.40,9854.38,
Ocara,2309458,ocarense,LEONILDO PEIXOTO FARIAS,763.075,24493,32.10,98.2,0.594,36.73,119041248.55,106529485.70,10972.95,
