Santa Catarina | Todos os Munic&iacute;pios
Munic&iacute;pio [-],C&oacute;digo [-],Gent&iacute;lico [-],Prefeito [2025],&Aacute;rea Territorial - km&sup2; [2023],Popula&ccedil;&atilde;o residente - pessoas [2022],Densidade demogr&aacute;fica - hab/km&sup2; [2022],Escolariza&ccedil;&atilde;o &lt;span&gt;6 a 14 anos&lt;/span&gt; - % [2010],IDHM &lt;span&gt;&Iacute;ndice de desenvolvimento humano municipal&lt;/span&gt; [2010],Mortalidade infantil - &oacute;bitos por mil nascidos vivos [2022],Total de receitas brutas realizadas - R$ [2023],Total de despesas brutas empenhadas - R$ [2023],PIB per capita - R$ [2021],
Ipumirim,4207700,ipumiriense,VALDIR ZANELLA,245.921,7816,31.78,99.7,0.738,39.6,63100705.29,56657838.17,60897.95,
Iraceminha,4207759,iraceminhense,ROBERTO FORESTI,165.147,3986,24.14,98.9,0.722,-,42070816.82,36564173.10,34297.27,
Irani,4207809,iraniense,VANDERLEI CANCI,325.862,10195,31.29,98.2,0.742,14.71,66988247.21,61238242.85,26727.48,
Irati,4207858,iratiense,ODIRLEI CARLOS BERGAMASCHI,77.912,2069,26.56,97.8,0.707,-,30565152.86,28055710.13,30001.45,
Irine&oacute;polis,4207908,irineopolitense,JULIANO POZZI PEREIRA,589.698,10285,17.44,97.5,0.699,24,74662054.82,66962541.95,40421.58,
It&aacute;,4208005,itaense,CLEMOR ANTONIO BATTISTI,166.265,7067,42.50,98.4,0.771,13.16,95811554.38,80826593.83,66440.04,
Itai&oacute;polis,4208104,itaiopolense,IVAN RECH,1297.543,22051,16.99,97.3,0.708,12.7,126249983.55,117585827.70,47859.71,
Itaja&iacute;,4208203,itajaiense,ROBISON JOS&Eacute; COELHO,289.215,264054,913.00,97.9,0.795,10.79,2669719107.75,2521808864.00,210729.12,
Itapema,4208302,itapemense,CARLOS ALEXANDRE DE SOUZA RIBEIRO,58.210,75940,1304.59,98,0.796,11.8,610061560.30,652237282.70,41670.53,
Itapiranga,4208401,itapiranguense,ALEXANDRE GOMES RIBAS,281.782,16638,59.05,99.8,0.775,15.54,137136962.72,121645247.60,62122.97,
Itapo&aacute;,4208450,itapoaense,JEFERSON RUBENS GARCIA,245.394,30750,125.31,98.7,0.761,9.65,327784271.49,267678995.40,77581.19,
Ituporanga,4208500,ituporanguense,GEISON KURTZ,336.588,26525,78.81,98,0.748,12.08,87712184.02,130313284.30,54630.43,
Jabor&aacute;,4208609,jaboraense,CLEVSON RODRIGO FREITAS,182.483,4310,23.62,99.6,0.732,-,46080484.18,41252784.24,46508.96,
Jacinto Machado,4208708,jacinto-machadense,SANDER JUST,430.704,10624,24.67,98.3,0.716,16.67,64819361.31,62455610.21,51246.68,
Jaguaruna,4208807,jaguarunense,LAERTE SILVA DOS SANTOS,326.362,20375,62.43,97.3,0.721,18.45,138040639.54,136194770.50,41458.46,
Jaragu&aacute; do Sul,4208906,jaraguaense,JOS&Eacute; JAIR FRANZNER,530.894,182660,344.06,98.3,0.803,6.24,1318238503.32,1341922120.00,65295.54,
Jardin&oacute;polis,4208955,jardinopolense,SADI GOMES FERREIRA,68.499,1776,25.93,100,0.709,-,30834588.83,26016364.62,44286.54,
Joa&ccedil;aba,4209003,joa&ccedil;abense,VILSON SARTORI,241.637,30146,124.76,99.8,0.827,22.96,282546965.86,271413194.30,77597.18,
Joinville,4209102,joinvilense,ADRIANO BORNSCHEIN SILVA,1127.947,616317,546.41,97.3,0.809,6.54,3656974059.55,3649979764.00,74531.62,
Jos&eacute; Boiteux,4209151,jos&eacute;-boatense,GEOVANI LUNELLI,405.552,5985,14.76,98.3,0.694,21.74,42423961.11,37984691.28,25993.68,
Jupi&aacute;,4209177,jupiaense,VALDELIRIO LOCATELLI DA CRUZ,91.448,2555,27.94,99.1,0.719,-,29439840.99,25486786.56,42358.08,
Lacerd&oacute;polis,4209201,lacerdopolitano,HILARIO CHIAMOLERA,69.036,2248,32.56,99.6,0.781,-,24891096.69,18563074.91,61277.74,
Lages,4209300,lageano,CARMEN EMILIA BONF&Aacute; ZANOTTO,2637.660,164981,62.55,97.3,0.770,13.33,866858649.82,825038792.40,41846.27,
Laguna,4209409,lagunense,PETERSON CRIPPA DA SILVA,333.259,42785,128.38,97.7,0.752,20.41,215047228.98,195788939.90,23556.74,
Lajeado Grande,4209458,lajeado grandense,ANDERSON ELIAS BIANCHI,65.348,1702,26.05,96,0.771,45.45,30379408.51,26712870.83,42366.11,
Laurentino,4209508,laurentinense,AGENOR AVI,79.333,7932,99.98,97.6,0.749,20,50423496.95,47074037.15,62169.55,
Lauro M&uuml;ller,4209607,lauro-milense,VALDIR FONTANELLA,271.852,14381,52.90,98.7,0.735,25.81,96276061.00,85650137.72,27226.41,
Lebon R&eacute;gis,4209706,lebon-regense,MARCELO SPAUTZ,941.640,11472,12.18,95.3,0.649,-,72518439.84,66550395.53,34381.16,
Leoberto Leal,4209805,leobertense,MAICON SCHEIMANN,293.600,3330,11.34,98.9,0.686,24.39,35521094.72,28541624.93,40465.25,
Lind&oacute;ia do Sul,4209854,lindoiense,FLAVIO LUIZ BENINI,190.171,4549,23.92,98.1,0.743,-,42024329.55,35336922.19,33533.32,
Lontras,4209904,lontrense,RUBENS ROBERTO DOS SANTOS,197.586,12873,65.15,98.5,0.704,5.65,74687342.67,68616953.57,37301.37,
Luiz Alves,4210001,luizalvense ou  luiz-alvense,BERTOLINO BACHMANN,260.106,11684,44.92,96.7,0.737,10.53,91716590.02,88344187.41,59391.43,
Luzerna,4210035,luzernense,JULIANO SCHNEIDER,117.099,5794,49.48,99.6,0.789,16.13,50503638.49,43443775.88,51550.66,
Macieira,4210050,macieirense,SIMONE CAMPAGNIM ZANELLA,261.208,1778,6.81,94.1,0.662,-,33949061.51,30172597.56,33661.59,
Mafra,4210100,mafrense,EMERSON MAAS,1404.084,55286,39.38,98.9,0.777,13.39,309598391.54,292726945.80,43817.87,
Major Gercino,4210209,majorense,RODRIGO DOS SANTOS,306.058,3214,10.50,98,0.698,-,32812713.61,27871503.18,17931.82,
Major Vieira,4210308,major-vieirense,ALINE DAIANE RUTHES IARENHUK DA SILVA,520.816,7425,14.26,97.8,0.690,-,56645909.03,48343925.30,36581.74,
Maracaj&aacute;,4210407,maracajaense,ANIBAL BRAMBILA,62.902,7815,124.24,98.5,0.768,-,59128818.25,55229181.55,36595.2,
Maravilha,4210506,maravilhense,VINICIUS VENTURA,170.339,28251,165.85,97.7,0.781,5,178576053.38,160408049.50,67792.65,
Marema,4210555,maremense,MAURI DAL BELLO,104.184,2184,20.96,100,0.743,-,33422251.59,29340221.92,57602.29,
Massaranduba,4210605,massarandubense,MOACIR KASMIRSKI,374.459,17162,45.83,98.4,0.774,5.03,115591400.54,94503059.41,43380.49,
Matos Costa,4210704,matos-costense,DANUZA RODRIGUES,435.391,2761,6.34,98.4,0.657,-,30384573.25,26577143.42,25628.34,
Meleiro,4210803,meleirense,ANDERSON SCARDUELI,186.439,7006,37.58,99.7,0.738,-,53376306.69,46742667.22,48697.4,
Mirim Doce,4210852,mirindocense,BERNARDO PERON,337.991,2511,7.43,96.7,0.708,-,32038244.74,25842842.96,39625.65,
Modelo,4210902,modelense,BARBARA MILENA GELLER BARON,92.346,4080,44.18,100,0.760,-,38814185.05,37260124.18,40285.25,
Monda&iacute;,4211009,mondaiense,ELIZANDRO MAINARDI,200.276,10066,50.26,96.1,0.748,-,81778431.51,68349448.83,90503.33,
Monte Carlo,4211058,montecarlense,ALCIONE ROBERTO BUYNO,191.278,9117,47.66,98.6,0.643,5.99,54970829.56,51663497.79,23468.47,
Monte Castelo,4211108,monte-castelense,SIRINEU RATOCHINSKI,560.743,7736,13.80,98.4,0.675,-,47672558.04,44985804.21,28731.69,
Morro da Fuma&ccedil;a,4211207,fumacense,EDUARDO SARTOR GUOLLO,82.818,18537,223.83,98.1,0.738,24.79,122113748.44,111298972.00,50954.44,
Morro Grande,4211256,morrograndense,CLELIO DANIEL OLIVO,260.143,3010,11.57,100,0.701,-,33846395.97,26948131.51,50318.4,
Navegantes,4211306,navegantino,LIBARDONI LAURO CLAUDINO FRONZA,111.377,86401,775.75,97.4,0.736,8.45,652301872.29,646783464.30,71643.41,
Nova Erechim,4211405,nova-erechinense,IARA CRISTINA PERIN,65.087,5155,79.20,99.5,0.765,-,44817051.61,39462515.80,47845.46,
Nova Itaberaba,4211454,nova itaberadense,MARCIANO MAURO PAGLIARINI,137.388,4536,33.02,98.4,0.736,-,43209279.68,37019115.11,43777.23,
Nova Trento,4211504,nova-trentino,MAXILIANO DE OLIVEIRA,402.852,13727,34.07,99.1,0.748,-,106875653.76,101912005.00,46066.99,
Nova Veneza,4211603,veneziano,ANGELA MARIANA PANATO GHISLANDI DE MELO,295.063,13664,46.31,99.4,0.768,20.55,100214916.68,81995759.56,69255.25,
Novo Horizonte,4211652,novo-horizontino,NAUDIR JOSE CADORE,151.722,2643,17.42,100,0.706,76.92,33719947.34,27703074.74,50649.44,
Orleans,4211702,orleanense,FERNANDO CRUZETTA,549.859,23661,43.03,98.1,0.755,10.14,139486949.64,134107912.20,51296.22,
Otac&iacute;lio Costa,4211751,otaciliense,FABIANO BALDESSAR DE SOUZA,847.253,17312,20.43,96,0.740,4.52,132642868.20,125487571.00,51975.52,
Ouro,4211801,ourense,CLAUDIR DUARTE,213.543,7032,32.93,98.8,0.774,-,57845910.35,56462800.45,34837.08,
Ouro Verde,4211850,ouro-verdense,MOACIR MOTTIN,188.568,2181,11.57,98.1,0.695,-,33300726.79,28368700.02,62475.82,
Paial,4211876,paialense,ADELMO LUIS BRAATZ,86.048,1927,22.39,100,0.718,-,31786324.91,28336320.04,40380.45,
Painel,4211892,painelense,MARCIO JOS&Eacute; BRANCO DE ANDRADE,738.331,2215,3.00,97.4,0.664,-,31137714.52,29138259.85,36111.89,
Palho&ccedil;a,4211900,palhocense,EDUARDO FRECCIA,394.850,222598,563.75,97.6,0.757,9.49,1140819586.04,1009827858.00,45940.71,
Palma Sola,4212007,palma-solense,MARCIO SANSIGOLO,330.878,7605,22.98,98.7,0.704,17.54,53156290.65,47765786.98,45384.13,
Palmeira,4212056,palmeirense,SANDRO ALEX MASSELAI,289.097,2561,8.86,92.8,0.671,28.57,33505099.79,28036996.06,70290.94,
Palmitos,4212106,palmitense,GIOVANA GIACOMOLLI,351.051,15626,44.51,99,0.737,11.76,95148438.34,87893966.06,56599.05,
Papanduva,4212205,papanduvense,TAFAREL SCHONS,764.737,19150,25.04,98.1,0.704,12.82,117541314.27,97253971.17,43734.95,
Para&iacute;so,4212239,paraisense,GILBERTO BELEGANTE,180.338,4267,23.66,100,0.700,20,39835446.44,37867544.19,43632.07,
Passo de Torres,4212254,passo-torrense / passotorrense,VALMIR AUGUSTO RODRIGUES,92.638,12897,139.22,97.5,0.720,14.29,75574715.14,64466307.62,25600.25,
Passos Maia,4212270,passosmaiense,NEIMAR LUIZ NERVIS,617.092,4034,6.54,96.8,0.659,-,44213985.99,41324876.75,43019.07,
Paulo Lopes,4212304,paulo-lopense,FERNANDA RODRIGUES LEITE,446.165,9063,20.31,98.9,0.716,-,57876901.74,49021942.99,32715.7,
Pedras Grandes,4212403,pedras-grandense,AGNALDO FILIPPI,159.892,4245,26.55,98.8,0.728,22.22,38626736.59,44325020.82,61922.73,
Penha,4212502,penhense,LUIZ AMERICO PEREIRA,57.752,33663,582.89,97.6,0.743,6.86,214249666.53,211420438.90,30475.02,
Peritiba,4212601,peritibense,PAULO JOS&Eacute; DEITOS,96.168,2992,31.11,98.5,0.766,-,39563756.61,38688514.91,44253.39,
Pescaria Brava,4212650,bravense,LUIZ HENRIQUE CASTRO DE SOUZA,106.853,10190,95.36,-,-,-,52064013.41,61504158.80,11680.06,
Petrol&acirc;ndia,4212700,petrolandense,RODRIGO DE SOUZA,306.760,6716,21.89,99.3,0.716,-,42495100.24,37701647.27,38062.83,
Balne&aacute;rio Pi&ccedil;arras,4212809,pi&ccedil;arrense,TIAGO MACIEL BALTT,99.355,27127,273.03,95.5,0.756,5.18,326180555.46,291032283.60,62076.5,
Pinhalzinho,4212908,pinhalense,ALESSANDRO BELTRAME,128.726,21972,170.69,99.2,0.783,3.32,146903199.67,125809322.80,71746.97,
Pinheiro Preto,4213005,pinheirense,MAURO NEY OSMARIN,61.011,3473,56.92,100,0.777,-,45841315.64,43066551.14,62514.45,
Piratuba,4213104,piratubense,VANDERLEI WEBER,146.088,5769,39.49,99.7,0.758,28.17,72224157.47,62617211.23,220268.82,
Planalto Alegre,4213153,planaltoalegrense,EVANDRO CLEBER BET,63.100,2946,46.69,100,0.751,-,32689124.07,28811408.78,48822.21,
Pomerode,4213203,pomerodense,RAFAEL RAMTHUN,214.299,34289,160.01,98.7,0.780,14.56,343481103.23,254764510.10,81195.67,
Ponte Alta,4213302,ponte-altense,EDSON JULIO WOLINGER,575.170,4437,7.71,98.4,0.673,17.86,39540271.23,38360664.84,38051.45,
Ponte Alta do Norte,4213351,norte pontealtense,MICHEL MOREIRA DA SILVA,396.882,3210,8.09,97.9,0.689,-,32578214.54,31333330.90,48636.59,
Ponte Serrada,4213401,ponte-serradense,ADENIR FREITAS,560.731,10649,18.99,98.4,0.693,30.12,66853772.17,59611301.01,24929.88,
Porto Belo,4213500,porto-belense,JOEL ORLANDO LUCINDA,93.673,27688,295.58,97.4,0.760,6.04,290262471.76,249970306.30,65515.91,
Porto Uni&atilde;o,4213609,porto-unionense,JULIANO HASSAN,848.779,32970,38.84,98.2,0.786,5.24,170298307.54,146818499.00,32220.81,
Pouso Redondo,4213708,pouso-redondense,RAFAEL NEITZKE TAMBOZI,356.539,17123,48.03,98.6,0.720,18.35,86308998.60,80279963.35,40021.42,
Praia Grande,4213807,praia-grandense,ELISANDRO PEREIRA MACHADO,284.360,8270,29.08,99,0.718,19.8,66254025.89,61594822.90,30559.62,
Presidente Castello Branco,4213906,castelinense,NEIVA KLEEMANN TONIELO,65.433,1689,25.81,100,0.770,-,34676609.96,29841302.27,49750.06,
Presidente Get&uacute;lio,4214003,getulense,JACI JOS&Eacute; FILLAGRANNA BORTOLON,297.160,20010,67.34,98,0.759,16.78,113718618.30,102746346.20,54804.92,
Presidente Nereu,4214102,nereusense,JIMMI LESKE,224.748,2301,10.24,99.4,0.737,-,27914383.31,21815775.28,27528.44,
Princesa,4214151,princesense,DIANGELE FABIELE KLEIN MARMITT,85.598,2964,34.63,99.3,0.706,23.81,34926132.11,31679309.85,46068.84,
Quilombo,4214201,quilombense,JAKSOM NATAL CASTELLI,278.983,11022,39.51,97.3,0.730,6.54,72682592.02,66730194.08,47332.67,
Rancho Queimado,4214300,rancho-queimadense,TIAGO SCHUTZ,286.461,3279,11.45,98.4,0.753,-,50720045.65,40608335.86,57206.61,
Rio das Antas,4214409,rio-antense,GILVANE APARECIDA DE MORAES,314.913,6253,19.86,97.1,0.697,-,70134280.27,60269972.12,46469.64,
Rio do Campo,4214508,rio-campense,VIDAL BALAK,502.095,6452,12.85,99.3,0.729,12.2,48701425.81,43578701.27,36309.6,
Rio do Oeste,4214607,riense-do-oeste,BRUNO PESSATTI,245.057,7747,31.61,97.6,0.754,10.42,48869509.04,46324215.72,36560.56,
Rio dos Cedros,4214706,rio-cedrense,JORGE LUIZ STOLF,555.473,10865,19.56,96.4,0.729,-,80571624.04,75206581.58,39786.84,
Rio do Sul,4214805,rio-sulense,MANOEL ARISOLI PEREIRA,260.817,72587,278.31,96.5,0.802,9.06,482195728.61,451734798.30,50593.32,
Rio Fortuna,4214904,rio-fortunense,LINDOMAR BALLMANN,302.390,4847,16.03,99,0.806,14.29,41671399.81,38806055.43,65391.05,
Rio Negrinho,4215000,rio-negrinhense,CAIO CESAR TREML,907.420,39261,43.27,97.9,0.738,9.8,294751464.69,253508624.80,37822.98,
Rio Rufino,4215059,rio rufinense,ADEMAR DE BONA SARTOR,282.571,2397,8.48,99.2,0.653,-,33569492.05,29033157.04,28204.81,
Riqueza,4215075,riquezense,JULIANO LUIZ BORTOLANZA,191.061,4768,24.96,98.5,0.714,-,40632172.85,34852003.86,32629.64,
Rodeio,4215109,rodeiense,NEI PAULO VENTURI,129.001,12757,98.89,96.5,0.754,-,71085808.79,62999543.62,33485.74,
Romel&acirc;ndia,4215208,romelandino,JUAREZ FURTADO,223.333,4823,21.60,97.8,0.692,-,37741050.22,33009862.19,24284.48,
Salete,4215307,saletense,ANADIR KOCH BELLI,177.887,7489,42.10,98.7,0.744,9.8,68896626.67,60497225.04,41456.71,
Saltinho,4215356,saltinhense,EDIMAR NORONHA DE FREITAS,156.568,3632,23.20,98.6,0.654,-,38321592.57,37027780.14,25119.64,
Salto Veloso,4215406,velosoense,NEREU BORGA,104.531,4390,42.00,98.4,0.784,20.41,48427564.89,41426265.94,55697.51,
Sang&atilde;o,4215455,sang&atilde;oense,CASTILHO SILVANO VIEIRA,82.984,12882,155.23,94.9,0.700,12.74,73545760.34,65306850.34,35541.99,
Santa Cec&iacute;lia,4215505,ceciliense,CARLOS ENRIQUE GARCIA LANGER,1145.845,15546,13.57,96.8,0.698,27.03,98849014.18,98575126.35,38931.54,
Santa Helena,4215554,santaelenense,CLOVIS LAZAROTTO,81.004,2425,29.94,100,0.727,-,17598520.36,27104564.97,47568.58,
Santa Rosa de Lima,4215604,rosa-limense,SIUZETE VANDRESEN BAUMANN,203.218,2088,10.27,97.7,0.757,-,28600219.09,25708299.62,33855.46,
Santa Rosa do Sul,4215653,sul-santarrosense,ALMIDES ROBERG SILVA DA ROSA,150.299,9792,65.15,99.2,0.705,8.33,61252830.59,56098396.27,23706.37,
Santa Terezinha,4215679,terezinhense,VALQUIRIA SCHWARZ,715.551,8066,11.27,97.4,0.669,10.99,43246316.62,40456479.37,30704.73,
Santa Terezinha do Progresso,4215687,terezinhano,ELISEU ALVES DA SILVA,119.653,2576,21.53,98.5,0.682,30.3,32706447.18,25488985.63,28102.67,
Santiago do Sul,4215695,santiaguense,ALACIR DURANTE,73.335,1651,22.51,99,0.728,-,29396145.84,23169034.07,40030.46,
Santo Amaro da Imperatriz,4215703,santo-amarense,GUSTAVO JOSE DE ABREU,344.235,27272,79.22,99,0.781,11.36,183613893.44,168788388.40,52551.44,
S&atilde;o Bernardino,4215752,bernardinense,DALVIR LUIZ LUDWIG,149.891,2684,17.91,99.4,0.677,-,30750772.04,24993473.36,39373.42,
S&atilde;o Bento do Sul,4215802,s&atilde;o-bentense,ANTONIO JOAQUIM TOMAZINI FILHO,495.772,83277,167.97,97.8,0.782,6.83,580588215.10,520739093.10,54415.88,
S&atilde;o Bonif&aacute;cio,4215901,s&atilde;o-bonifacense,SAULO BUSS,461.438,2946,6.38,98.9,0.731,-,30510606.92,28220373.37,40278.89,
S&atilde;o Carlos,4216008,s&atilde;o-carlense,DELTON PAULO BALBINOT,162.120,10282,63.42,98.9,0.769,9.71,74639826.74,66002537.28,45458.73,
S&atilde;o Crist&oacute;v&atilde;o do Sul,4216057,s&atilde;o-cristovense,JAIME CESCA,345.903,6084,17.59,97.3,0.665,16.95,48144666.82,36990869.44,38928.81,
S&atilde;o Domingos,4216107,dominguense,M&Aacute;RCIO LUIZ BIGOLIN GROSBELLI,367.525,9226,25.10,98.2,0.765,9.35,59547351.05,46708565.55,47756.65,
S&atilde;o Francisco do Sul,4216206,francisquense,GODOFREDO GOMES MOREIRA FILHO,493.266,52674,106.79,98.5,0.762,16.05,575616205.15,497345816.70,155542.28,
S&atilde;o Jo&atilde;o do Oeste,4216255,s&atilde;o-joanense,S&Eacute;RGIO LU&Iacute;S THEISEN,163.747,6295,38.44,100,0.761,-,59181305.87,49795344.65,54990.07,
S&atilde;o Jo&atilde;o Batista,4216305,batistense,JULIANO PEIXER,200.765,32687,162.81,94.9,0.740,7.86,207384789.71,172741036.80,25923.12,
S&atilde;o Jo&atilde;o do Itaperi&uacute;,4216354,itaperiuense,ROV&Acirc;NI DELMONEGO,151.885,4463,29.38,98.6,0.738,-,44569463.63,40299139.13,89358.69,
S&atilde;o Jo&atilde;o do Sul,4216404,jo&atilde;o-sulense,ALEX SANDRO PEREIRA BIANCHIN,184.375,8668,47.01,98.3,0.695,-,50772506.67,44287189.58,38582.35,
S&atilde;o Joaquim,4216503,joaquinense,JOSE TEODORO DE SENA AMARAL,1888.634,25939,13.73,95.7,0.687,25.19,139669809.21,141710141.40,41474.58,
S&atilde;o Jos&eacute;,4216602,josefense,ORVINO COELHO DE &Aacute;VILA,150.499,270299,1796.02,97.5,0.809,7.96,1494465602.55,1310553535.00,54544.43,
S&atilde;o Jos&eacute; do Cedro,4216701,cedrense,FERNANDO J&Uacute;LIO WILL,280.760,14167,50.46,98.9,0.731,6.29,90152158.51,83169043.53,41136.18,
S&atilde;o Jos&eacute; do Cerrito,4216800,cerritense,TAINARA BARBOSA RAITZ,948.714,8708,9.18,96.8,0.636,20.41,47685770.38,46802754.93,39583.67,
S&atilde;o Louren&ccedil;o do Oeste,4216909,lourencense ou lourenciano,AGUSTINHO ASSIS MENEGATTI,356.193,24791,69.60,99,0.749,13.93,182194781.36,168331097.20,56707.72,
S&atilde;o Ludgero,4217006,s&atilde;o-ludgerense,PAULO SERGIO LORENZETTI,106.765,13509,126.53,99.1,0.755,23.7,102566104.62,86596443.77,66911.55,
S&atilde;o Martinho,4217105,s&atilde;o-martinhense,ANELISE WIEMES,224.566,3405,15.16,96.6,0.742,-,37330333.30,30002001.39,34550.76,
